name,address,price,neighborhood,county,type,reviews,stars,match_camis,match_distance,match_name
Darbar Grill,"157 East 55th Street,New York, NY  10022",2,Midtown East ,New York County, Indian,22,4.0,41377952,0.0,darbar grill
Daniel - Lounge Seating,"60 East 65th Street,New York, NY  10065",4,Upper East Side ,New York County, French,93,4.6,40665065,0.0,daniel
Daniela's,"728 8th Ave,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,72,3.5,41705075,0.0018492870917150178,daniela's trattoria
Da Marino,"220 West 49th Street,New York, NY  10019",3,Theater District / Times Square ,New York County, Italian,14,3.4,50047806,0.057330545523629234,ding
Darbar,"152 E 46th Street,New York, NY  10017",2,Midtown East ,New York County, Indian,30,3.9,41046505,0.0003792032407921171,1 darbar
d t m restaurant - don't tell mama,"343 West 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Contemporary American,57,3.5,41632738,0.0037506381005612418,dont tell mama
Dafni Greek Taverna,"325 West 42nd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Greek,194,3.9,41384147,0.0014344047626387176,dafni
Daniel,"60 East 65th St.,New York, NY  10065",4,Upper East Side ,New York County, French,561,4.6,40665065,0.0,daniel
Danal,"59 Fifth ave.,New York, NY  10003",3,Greenwich Village ,New York County, Comfort Food,27,4.0,41380984,0.12902786142511127,da andrea
Crispo,"240 W. 14th St.,New York, NY  10011",2,Chelsea ,New York County, Italian,262,4.0,40904721,0.0010196675744031372,crispo
Cuba,"222 Thompson Street,New York, NY  10012",2,Greenwich Village ,New York County, Cuban,115,4.1,41050171,0.0014840744297527435,cuba
Cupping Room Cafe,"359 West Broadway,New York, NY  10013",2,SoHo ,New York County, Comfort Food,71,3.4,50045016,0.1526091107918803,om
Croton Reservoir Tavern,"108 West 40th Street,New York, NY  10018",2,Midtown West ,New York County, American,62,3.5,50033612,0.029522877643891398,academia barilla restaurant
Crema Restaurante,"111 West 17th Street,New York, NY  10011",3,Chelsea ,New York County, Mexican,95,3.9,41402635,0.13424742031026238,aldea restaurant
Craft,"43 E. 19th St.,New York, NY  10003",4,Gramercy / Flatiron ,New York County, American,342,4.5,41100597,0.06531106950175095,craftbar
Craftbar,"900 Broadway,New York, NY  10003",2,Gramercy / Flatiron ,New York County, American,345,3.8,41100597,0.0011945967829143345,craftbar
Counter,"105 1st Avenue,New York, NY  10003",3,East Village ,New York County, Mediterranean,57,3.9,50006614,0.004149070443224245,huertas
Corton,"239 West Broadway,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Contemporary French,122,4.2,50018426,0.047191570135298344,gotan
corsino,"637 Hudson Street,New York, NY  10014",2,West Village ,New York County, Italian,121,3.9,40965997,0.081990353914192,bonsignour
Coppola's West,"206 W 79th Street,New York, NY  10024",3,Upper West Side ,New York County, Italian,56,3.7,41457451,0.0024081857058462952,coppola's
Coppola's East,"378 Third Ave,New York, NY  10016",3,Gramercy / Flatiron ,New York County, Italian,46,3.8,40667358,0.0005394359106932907,coppola's
Cornelia Street Cafe,"29 Cornelia Street,New York, NY  10014",2,West Village ,New York County, Contemporary American,67,3.9,40383354,0.0016704650786863787,the cornelia street cafe
Cooper's Tavern,"481 8th Avenue,New York, NY  10001",2,Midtown West ,New York County, Contemporary American,46,3.3,50045851,0.10385302195936806,roast kitchen
Cookshop,"156 10th Avenue,New York, NY  10011",3,Chelsea ,New York County, American,472,3.9,41092609,0.0,10th avenue cookshop
Compass Restaurant - New York,"208 West 70th Street,New York, NY  10023",2,Upper West Side ,New York County, Seafood,202,4.0,40377299,0.1591808089213851,utopia restaurant
Colicchio & Sons - Tap Room,"85 10th Ave.,New York, NY  10011",2,Meatpacking District ,New York County, American,118,3.8,41250710,0.11785302483524694,highline ballroom
Convivium Osteria,"68 5th Ave,Brooklyn, NY  11217",3,Park Slope ,Kings County, Italian,-1,-1,40783014,0.0019036968346683148,convivium osteria
Convivio,"45 Tudor City Place,New York, NY  10017",4,Midtown East ,New York County, Italian,414,4.2,50037556,0.20446532785520807,cookie do
Colicchio & Sons,"85 Tenth Ave,New York, NY  10011",4,Meatpacking District ,New York County, American,330,4.1,50055122,0.1443261512902957,los mariscos
The Collective,"1 Little West 12th St.,New York, NY  10014",3,Meatpacking District ,New York County, American,66,3.5,50000157,0.058320656268225336,the lively
Club A Steakhouse,"240 East 58th Street,New York, NY  10022",3,Midtown East ,New York County, Steakhouse,196,4.4,41351524,0.0008616077596351365,club a steakhouse
COLORS,"417 Lafayette St,New York, NY  10003",2,NoHo ,New York County," Global, International",16,3.6,41158064,0.0008950416809295439,colors restaurant
CK14 - The Crooked Knife at 14th Street,"232 West 14th Street,New York, NY  10011",2,Chelsea ,New York County, American,12,3.4,41475992,0.0016747970247293093,the crooked knife
City Hall,"131 Duane St.,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,48,3.6,40715642,0.06272936017954941,petite abeille
The City Tavern,"22 East 13th Street,New York, NY  10003",2,Union Square ,New York County, International,44,3.3,41694146,0.0946028593736338,hu kitchen
City Crab & Seafood Company,"235 Park Ave South,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Seafood,220,3.6,40364389,0.07693850537115775,old town bar & restaurant
City 55,"47 West 55th Street,New York, NY  10019",2,Midtown West ,New York County, American,18,3.5,40943754,0.03448981086469112,printon 56
Ciro Trattoria,"813 8th Avenue,New York, NY  10019",2,Theater District / Times Square ,New York County, Italian,86,3.6,41693350,0.058344198094439095,cielo at the mayfair
Citrus Bar & Grill,"320 Amsterdam Ave,New York, NY  10023",2,Upper West Side ,New York County, Fusion / Eclectic,98,3.8,41325319,0.13833153645647525,chipotle mexican grill
City Lobster & Steakhouse,"121 West 49th Street,New York, NY  10020",3,Theater District / Times Square ,New York County, Seafood,284,3.8,40699514,0.011702040547827417,city lobster & steak
Cipriani - Wall Street,"55 Wall Street,New York, NY  10015",3,Financial District ,New York County, Italian,10,3.0,41140991,0.0,cipriani
Cienna Restaurant & Lounge,"2818 31st Street,Astoria, NY  11102",2,Astoria ,Queens County, Mediterranean,3,4.3,41213051,0.1864167768054626,ovelia restaurant
Cipriani - Dolci,"89 East 42nd Street,Grand Central Terminal West Balcony,New York, NY  10017",3,Midtown East ,New York County, Italian,19,3.5,40876078,0.0,cipriani dolci
Cinema - The Brasserie,"2 East 45th Street,New York, NY  10017",2,Midtown East ,New York County, American,25,3.4,40621072,0.08546818727601405,point break
Cibo,"767 Second Avenue,New York, NY  10017",3,Murray Hill ,New York County, Contemporary American,73,4.1,40923919,0.15661528226348356,cosi
Church Lounge @ Tribeca Grand Hotel,"2 Ave of the Americas,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,7,3.3,41699392,0.0521860858164311,church street tavern
Ciano,"45 East 22nd Street,New York, NY  10010",2,Gramercy / Flatiron ,New York County, Italian,42,3.8,41428817,0.12008821702918465,maialino
Ciao West,"185 Bleecker Street,New York, NY  10012",2,Greenwich Village ,New York County, Italian,7,2.7,40370759,0.034605987544217696,cafe espanol
Christos Steak House,"4108 23rd Avenue,Astoria, NY  11105",4,Astoria ,Queens County, Greek,28,4.3,41154087,0.000979219936196502,christos steakhouse
Chola,"232 East 58th Sreet,New York, NY  10022",2,Midtown East ,New York County, Indian,75,3.9,50017851,0.0,chola
Chom Chom,"40 west 56th Street,New York, NY  10019",2,Midtown West ,New York County, Korean,55,3.8,41018536,0.03072846134010302,the shoreham hotel
Chiyono,"328 East 6th Street,New York, NY  10003",2,East Village ,New York County, Japanese,1,4.0,50000613,0.08377390693161227,sushi dojo
Chinatown Brasserie,"380 Lafayette St,New York, NY  10005",2,NoHo ,New York County, Chinese,168,4.0,50053204,0.10728749325356368,champion coffee
Chicca Restaurant,"184 Spring Street,New York, NY  10012",2,SoHo ,New York County, Italian,10,4.0,40576044,0.09824212393826827,cipriani downtown restaurant
China 1,"50 Avenue B,New York, NY  10009",3,Lower East Side ,New York County, Asian,-1,-1,50046942,0.03093730045657419,china wok
Choptank,"308-310 Bleecker Street,New York, NY  10014",2,West Village ,New York County, American,194,3.6,41223754,0.031350755133938916,panca
China Grill - New York,"60 West 53rd Street,New York, NY  10019",4,Midtown West ,New York County, Asian,192,3.8,40386481,0.00746627508192145,china grill
Chez Lucienne,"308 Lenox Avenue,New York, NY  10027",2,Harlem ,New York County, French,71,3.6,41389979,0.000982877713741195,chez lucienne
Chez Josephine,"414 West 42nd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,287,4.1,40384671,0.0007057004180176695,chez josephine
Chez Jacqueline,"72 Macdougal Street,New York, NY  10012",2,West Village ,New York County, French,46,3.5,40376687,0.0008777559026276309,chez jaqueline
Chelsea Ristorante,"108 Eight Avenue,New York, NY  10011",2,Chelsea ,New York County, Italian,31,3.8,40512520,0.0,chelsea ristorante
Chado,"4 East 36th Street,New York City, NY  10016",2,Murray Hill ,New York County, Sushi,10,3.5,41219092,0.020332049054221094,5th & mad
Cesca,"164 W. 75th St.,New York, NY  10024",3,Upper West Side ,New York County, Italian,164,4.0,40962612,0.0,cesca
Cercle Rouge,"241 W. Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, French,63,3.9,50000036,0.08700221861255586,belle reve
Centro Vinoteca,"74 7th Avenue South,New York, NY  10014",3,West Village ,New York County, Italian,99,3.7,40544958,0.027152009834421686,caliente cab co
Centrico,"211 West Broadway,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Mexican / Southwestern,99,3.6,50057332,0.1601836678709465,antica
Central Lounge,"20-30 Steinway Street,Astoria, NY  11105",3,Astoria ,Queens County, Sushi,1,4.0,41677816,0.01696006913519031,central
Central Park BoatHouse,"East 72nd St & Park Dr North,New York, NY  10021",3,Midtown East ,New York County, American,452,4.2,40617370,0.09885678680654546,lexington bar and books
Cellini,"65 East 54th St,New York, NY  10022",3,Midtown East ,New York County, Italian,82,3.9,41071980,0.0004496217675817935,cellini
Cellar 58,"58 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Italian,40,3.6,50044652,0.09887357327443291,local 92
Cavo,"42-18 31st Avenue,Astoria, NY  11103",2,Astoria ,Queens County, Greek,49,3.8,40680038,0.08451273110706749,cavo
Cavatappo Grill,"1712 First Avenue,New York, NY  10128",2,Upper East Side ,New York County, Italian,28,3.8,40624951,0.0,cavatappo grill
Caviar Russe - Wave Sushi,"538 Madison Avenue,New York, NY  10020",4,Midtown East ,New York County, Contemporary American,27,4.2,50013981,0.05171037759814851,charlie palmer steak
Casaville,"633 2nd Avenue,New York, NY  10016",2,Murray Hill ,New York County, Tapas / Small Plates,11,3.5,50044461,0.1470692856616455,great wall
Casa Lever,"390 Park Avenue,New York, NY  10022",4,Midtown East ,New York County, Italian,83,4.0,41436878,0.0025065313962095476,casa lever
Casa Mono,"52 Irving Place,New York, NY  10003",3,Union Square ,New York County, Spanish,116,3.8,40998983,0.0,casa mono/bar jamon (next door)
Carmine's Midtown,"200 West 44th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,37,4.5,40396159,0.0,carmine's
Carmine's - 91st Street,"2450 Broadway,New York, NY  10024",2,Upper West Side ,New York County, Italian,207,4.3,40811162,0.0,carmine's
Carcineria,"802 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Latin American,-1,-1,41453390,0.10027756766568137,cannery
Carmine Club Cafe,"41-43 Carmine Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,-1,-1,50018147,0.06580016126250597,cafe clover
Carlyle Restaurant,"35 East 76th St.,New York, NY  10021",4,Upper East Side ,New York County, French,68,4.3,40978159,0.22471816913375808,candle 79 restaurant
Caravaggio New York,"23 East 74th Street,New York, NY  10021",3,Upper East Side ,New York County, Italian,41,4.2,41426316,0.003289314308279114,caravaggio
Cara Mia,"654 9th Avenue,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,133,3.8,50005723,0.0010374827627083845,cara mia
Capsouto Freres,"451 Washington Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, French,159,4.2,41301130,0.16404006271108984,tauro restaurant
Capital Grille - NY- Wall Street,"120 Broadway,New York, NY  10271",4,Financial District ,New York County, Steakhouse,100,4.2,41433469,0.007151440009665826,the capital grille
Capital Grille - NY  Time Life Building,"120 West 51st Street,New York City, NY  10020",4,Midtown East ,New York County, Steakhouse,160,4.1,41405007,0.0,the capital grille
Canyon Road,"1470 1st Avenue,New York, NY  10021",2,Upper East Side ,New York County, Mexican / Southwestern,51,3.8,40573131,0.0,canyon road grill
Candle 79,"154 East 79th Street,New York, NY  10021",3,Upper East Side ,New York County, Organic,213,4.3,40978159,0.0019153493235245947,candle 79 restaurant
Candela Candela,"92 2nd Avenue,New York, NY  10003",2,East Village ,New York County, Italian,26,3.6,40906490,0.06653221556389631,via della pace
Calle Ocho,"446 Columbus Avenue,New York, NY  10024",3,Upper West Side ,New York County, Latin American,409,4.1,41601712,0.06296066486116109,calle ocho
Caffe Grazie,"26 E. 84th Street,New York, NY  10028",2,Upper East Side ,New York County, Italian,64,4.0,40397243,0.001640624856332306,caffe grazie
Caffe e Vino,"112 Dekalb Avenue,Brooklyn, NY  11201",2,Fort Greene ,Kings County, Italian,27,4.2,41298438,0.0,caffe e vino
Cafeteria,"119 7th Avenue,New York, NY  10011",2,Chelsea ,New York County, Contemporary American,8,3.9,40619544,0.0,cafeteria
Cafe Luxembourg,"200 W. 70th,New York, NY  10023",3,Upper West Side ,New York County, French,333,4.0,40377789,0.011720325201513292,cafe luxembourg
Cafe Frida - Columbus Ave,"368 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Mexican,73,3.5,40758427,0.002023065659959196,cafe frida
Cafe Frida - Amsterdam Avenue,"768 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Mexican,51,4.2,41251243,0.20749801017795907,cafe roma pizzeria
Cafe Fiorello,"1900 Broadway,New York, NY  10023",3,Lincoln Center ,New York County, Italian,329,3.8,40367841,0.0,fiorellos
Cafe D' Alsace,"1695 2nd Ave,New York, NY  10128",3,Upper East Side ,New York County, French,89,3.8,41142418,0.0,cafe d'alsace
Cafe du Soleil,"2723 Broadway,New York, NY  10025",2,Upper West Side ,New York County, French,86,3.6,41083927,0.010133075213053214,cafe du soleil
Cafe Cluny,"284 West 12th Street,New York, NY  10014",3,West Village ,New York County, French,98,4.1,41204508,0.0021270806147188057,cafe cluny
Cafe Espaol - Carmine St.,"78 Carmine St.,New York, NY  10014",2,West Village ,New York County, Spanish,8,3.8,41641198,0.04480515072670348,cafe blossom
Caf Centro,"Metlife Building,200 Park Avenue,New York, NY  10166",3,Midtown East ,New York County, French,136,3.9,40949521,0.0031037860618773937,cafe centro
Cacio e Vino,"80 2nd Avenue,New York, NY  10003",3,East Village ,New York County, Sicilian,50,4.0,41204942,0.003519199878314378,cacio e vino
a Va Brasserie by Todd English,"310 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, French,335,4.0,41488846,0.03910562729683469,intercontinental new york times square/todd english cava
Cacio e Pepe,"182 2nd Avenue,New York, NY  10003",3,East Village ,New York County, Italian,28,4.0,41056164,0.0,cacio & pepe
Caf Boulud,"20 East 76th St.,New York, NY  10021",4,Upper East Side ,New York County, French,481,4.3,41443598,0.0,cafe boulud/bar pleiades
Butter,"415 Lafayette Street,New York, NY  10018",3,NoHo ,New York County, American,267,3.8,41297608,0.04403335957819883,astor center
Bun Soho,"143 Grand Street,New York, NY  10013",2,SoHo ,New York County, Vietnamese,16,3.4,50036199,0.02871972272661757,nomo soho
Buddakan NY,"75 9th Ave,New York, NY  10011",4,Meatpacking District ,New York County, Chinese,1078,4.3,41159801,0.07368029335916519,buddakan
Bull & Bear at the Waldorf Astoria,"Corner 49th St. & Lexington Ave,New York, NY  10022",4,Midtown East ,New York County, Steak,54,4.1,50039306,0.053867954797377667,bull & bear
Bubby's Brooklyn,"1 Main Street,Brooklyn, NY  11201",2,Downtown Brooklyn ,Kings County, American,7,3.6,50017554,0.42935282682491627,brooklyn bridge cafe
Bubble Lounge - NYC,"228 West Broadway,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Tapas / Small Plates,28,3.9,50005224,0.11363714566297237,bouley botanical
Brother Jimmy's - Union Square,"116 East 16th Street,New York, NY  10001",2,Union Square ,New York County, Barbecue,8,3.5,41466258,0.0006631723910782529,brother jimmy's bbq
Bryant Park Grill,"25 West 40th Street,New York, NY  10018",2,Midtown West ,New York County, American,302,3.8,50001262,0.0022663142661282975,bryant park grill
Brother Jimmy's - Murray Hill,"181 Lexington Avenue,New York, NY  10016",2,Midtown East ,New York County, Barbecue,9,3.6,41336596,0.0,brother jimmy's bbq
The Brooklyn Diner Times Square,"155 West 43rd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, American,100,3.5,41219536,0.019311265472861792,brooklyn diner
Bricklane Curry House,"306-308 East 6th Street,New York, NY  10003",2,East Village ,New York County, Indian,77,3.9,50011919,0.05416901734034582,bricklane curry house
Broadway Joe Steakhouse,"315 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Steak,32,3.4,50045229,0.025817794020294254,frankie & johnnie's steak house
Brick NYC,"22 Warren Street,New York, NY  10007",2,TriBeCa - Downtown ,New York County, Italian,35,3.4,50017934,0.08343186902897207,barleycorn
Brinkley's,"406 Broome Street,New York, NY  10013",2,SoHo ,New York County, American,19,3.2,41217980,0.0,brinkley's/southside
Bricco Restaurant,"304 West 56 Street,New York, NY  10019",2,Midtown West ,New York County, Italian,40,3.6,40561162,0.0037719008637137614,bricco restaurant
Brickyard Gastropub,"785 9th Ave,New York, NY  10019",2,Theater District / Times Square ,New York County, Gastro Pub,54,3.7,41478393,0.001152639672615865,brickyard gastro pub
Bricco Blu,"650 West 42nd St.,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,15,3.3,50033805,0.2532956016352039,rustic table
Brasserie Athenee,"300 West 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, French,36,3.1,40810174,0.0,brasserie athenee
Brasserie Ruhlmann,"45 Rockefeller Plaza,New York, NY  10011",3,Rockefeller Center Midtown ,New York County, French,108,3.8,41149575,0.015554529809778521,brasserie ruhlmann
Brazil Grill,"787 8th Avenue,New York, NY  10036",2,Theater District / Times Square ,New York County, Brazilian,7,3.9,40660413,0.0,brazil grill
Brasserie Cognac,"1740 Broadway,New York, NY  10019",3,Midtown West ,New York County, French,103,3.6,41326351,0.021958327809001196,brasserie cognac
Brasserie 8 1/2,"9 West 57th St.,New York, NY  10019",3,Midtown West ,New York County, French,199,4.0,40949448,0.0008968061148576358,brasserie 8 1/2
Brasserie,"100 East 53rd Street,New York, NY  10022",3,Midtown East ,New York County, French,262,3.9,41267424,0.11012534128315218,swiss re
Braai,"329 West 51st Street,New York, NY  10019",2,Theater District / Times Square ,New York County, African,102,3.6,50001737,0.0,braai
Bourbon Street Bar & Grill,"346 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Creole / Cajun / Southern,88,3.8,41312094,0.00019967489366160918,bourbon street bar and grille
Bouley,"163 Duane Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, French,406,4.6,41363296,0.11319929545542488,bouley
Braeburn Restaurant,"117 Perry Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,152,3.9,50004978,0.15380674404519343,injera restaurant
Boulder Creek Steakhouse - College Point,"134-15 20th Avenue,College Point, NY  11356",2,College Point ,Queens County, Steakhouse,10,3.2,41464440,0.6666229630240732,college point diner
Bottega Del Vino,"7 East 59th Street,New York, NY  10022",3,Upper East Side ,New York County, Italian,64,3.9,40675977,0.10478091936243322,osteria serafina
Bottino,"246 10th Ave,New York, NY  10001",3,Chelsea ,New York County, Italian,85,3.8,40617736,0.007877669564151882,bottino
BONDST,"6 Bond Street,New York, NY  10012",4,NoHo ,New York County, Japanese,144,4.0,40620325,0.005161721783263122,bond st
Boom,"152 Spring Street,New York, NY  10012",3,SoHo ,New York County, Italian,36,3.5,50045016,0.13034205471772173,om
Bond 45,"154 West 45th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Italian,275,3.6,50003842,0.049798683713647526,t 45
Bombay Palace,"30 West 52nd Street,New York, NY  10019",2,Midtown West ,New York County, Indian,20,3.8,50042550,0.0667942319317463,global kitchen
Bodrum Turkish Mediterranean,"584 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Turkish,63,4.0,41239252,0.0,bodrum
Bocca di Bacco,"828 9th Avenue,New York, NY  10019",2,Hell's Kitchen ,New York County, Italian,116,3.7,41292678,0.0,bocca di bacco
Bocca,"39 East 19th Street,New York, NY  10003",2,Gramercy / Flatiron ,New York County, Italian,203,3.9,41293446,0.0019523348843138208,bocca
Bobby Van's Steakhouse - 54th Street,"131 E. 54th Street,New York, NY  10169",3,Midtown East ,New York County, Steakhouse,67,3.9,40977865,0.0,bobby van's steakhouse
Bobo Restaurant,"181 West 10th Street,New York, NY  10014",3,West Village ,New York County, Contemporary American,119,3.9,41272855,5.545003144711103e-05,bobo restaurant
Bogota Latin Bistro,"141 5th Avenue,Brooklyn, NY  11217",2,Park Slope ,Kings County, Latin American,69,4.2,41106672,0.0012768170661464982,bogota latin bistro
Bobby Van's Grill Times Square,"120 W. 45th Street,New York, NY  10036",2,Midtown West ,New York County, American,-1,-1,41505885,0.0017893267385004992,bobby van's grill
Bobby Van's Park Avenue - 'The Original',"230 Park Avenue,New York, NY  10169",3,Midtown East ,New York County, Steakhouse,72,3.9,40528180,0.0,bobby van's
Bobby Van's Steakhouse - Broad Street,"25 Broad Street,New York, NY  10004",3,Financial District ,New York County, Steakhouse,40,3.9,41143605,0.0,bobby van's steakhouse
Bobby Van's Grill - Broad Street,"25 Broad Street,New York, NY  10004",2,Financial District ,New York County, American,44,4.0,41143605,0.0,bobby van's steakhouse
Blue Water Grill,"31 Union Square West at 16th Street,New York, NY  10003",3,Union Square ,New York County, Seafood,442,4.0,40515523,0.004781752277835872,blue water grill
Blue Smoke,"116 East 27th Street,New York, NY  10016",2,Gramercy / Flatiron ,New York County, Barbecue,373,3.9,40880715,0.001740142531811943,blue smoke
Blue Fin - New York,"1567 Broadway at 47th Street,W Hotel Times Square,New York, NY  10036",3,Theater District / Times Square ,New York County, Seafood,351,3.9,40865946,0.0,blue fin
Bobby Van's Grill - 50th Street,"135 West 50th Street,New York, NY  10020",3,Theater District / Times Square ,New York County, American,106,3.9,41236763,0.0,bobby van's grill
Blue Hill,"75 Washington Place,New York, NY  10011",4,West Village ,New York County, American,263,4.4,40705931,0.0022690452843560846,blue hill restaurant
Blu- New York,"127 West 28th Street,New York, NY  10001",3,Chelsea ,New York County, Italian,43,3.3,50000104,0.07273665174006166,potbelly sandwich works
BLT Market,"1430 Avenue of the Americas,New York, NY  10019",4,Midtown West ,New York County, Contemporary American,82,4.0,40559892,0.027291403111345248,quality meats
BLT Prime,"111 East 22nd Street,New York, NY  10010",4,Gramercy / Flatiron ,New York County, Steak,186,4.0,41105879,0.002055418070935497,blt prime
BLT Fish,"21 West 17th Street,New York, NY  10011",4,Gramercy / Flatiron ,New York County, Seafood,104,4.1,50002479,0.035901746304623935,swerve fitness
BLT Steak,"106 East 57th Street,New York, NY  10022",4,Midtown East ,New York County, American,215,3.9,41165361,0.0,blt steak
BLT Bar and Grill,"123 Washington Street,New York, NY  10006",3,Financial District ,New York County, American,73,3.6,50005564,0.11929740476967256,wogies bar & grill
Blaue Gans,"139 Duane Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Austrian,111,3.8,41155140,0.0,blaue gans
Black Duck,"122 East 28th Street,New York, NY  10016",3,Gramercy / Flatiron ,New York County, American,101,3.9,40880715,0.05847813666222565,blue smoke
Bistro Ten 18,"1018 Amsterdam Avenue,New York, NY  10025",2,Upper West Side ,New York County, Contemporary American,53,3.6,41333623,0.17197005411864777,amsterdam tavern
Bistro Chat Noir,"22 East 66th Street,New York, NY  10021",3,Upper East Side ,New York County, French,76,3.7,41210485,0.0005719537800427214,bistro chat noir
Bistro Milano,"1350 Avenue of the Americas,New York, NY  10019",3,Midtown West ,New York County, Italian,53,3.6,41303456,0.008601768639524606,bistro milano
Bistro 61,"1113 First Avenue @ 61st Street,New York, NY  10065",2,Upper East Side ,New York County, French,49,3.7,41577920,0.01755143809157577,bistro 61
Bistro de la Gare,"626 Hudson Street,New York, NY  10014",3,West Village ,New York County, Mediterranean,141,3.8,41131819,0.12451408065693627,revel itm garden
Bistro Bagatelle,"409 West 13th Street,New York, NY  10014",3,Meatpacking District ,New York County, French,60,4.0,40997950,0.0803495903702982,bagatelle
Bice Ristorante - NYC,"7 East 54 Street,New York, NY  10022",3,Midtown East ,New York County, Italian,49,3.4,50055631,0.07020712203698005,armani ristorante
Bistecca Fiorentina,"317 W. 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Steakhouse,57,4.0,41028080,0.003270116994879181,bistecca fiorentina steak
Bhojan,"102 Lexington Avenue,New York, NY  10016",2,Murray Hill ,New York County, Indian,20,4.0,50016074,0.03502778069624787,haandi
Bhatti Indian Grill,"100 Lexington Avenue,New York, NY  10016",2,Murray Hill ,New York County, Indian,21,4.0,50007475,0.0009231739512369534,bhatti indian grill
Big Daddys  Upper West Side,"2454 Broadway,New York, NY  10024",2,Upper West Side ,New York County, American,28,3.3,41478974,0.0,big daddy's
Big Daddy's - Gramercy Park,"239 Park Avenue South,New York, NY  10003",2,Gramercy / Flatiron ,New York County, American,38,3.3,50013681,0.11774587480200602,the house in gramercy park
Big Daddy's - Upper East Side,"1596 2nd Avenue,New York, NY  10028",2,Upper East Side ,New York County, American,33,3.2,40383511,0.10525013116587516,brandy's piano bar
BG - Bergdorf Goodman,"754 5th Ave,New York, NY  10019",3,Midtown West ,New York County, Contemporary American,106,4.1,41151507,0.0,bg restaurant
Betel,"51 Grove St.,New York, NY  10013",2,West Village ,New York County, Southeast Asian,101,3.6,41541889,0.051628906535652684,buvette
Berimbau,"43 Carmine Street,New York, NY  10014",2,Greenwich Village ,New York County, Brazilian,59,3.7,41395589,0.0,berimbau
Benoit Restaurant and Bar,"60 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, French,151,3.9,40373113,0.07676078107320707,astro restaurant
Benchmark Restaurant,"339A Second St.,Brooklyn, NY  11215",3,Park Slope ,Kings County, Contemporary American,54,4.1,40721417,0.016633436155368844,loki bar & benchmark restaurant
Ben Benson's Steakhouse,"123 West 52nd Street,New York, NY  10019",4,Midtown West ,New York County, Steakhouse,208,3.9,41022144,0.05279132767342172,mastro's steakhouse
Ben and Jack's on 5th Avenue,"255 5th Avenue,New York, NY  10016",4,Gramercy / Flatiron ,New York County, Steakhouse,55,4.2,41390370,0.0,ben & jacks steakhouse
Ben and Jack's Steakhouse,"219 East 44th Street,New York, NY  10017",4,Midtown East ,New York County, Steakhouse,96,4.1,40369958,0.0735217190347353,sparks steak house
Belcourt,"84 East 4th Street,New York, NY  10003",2,East Village ,New York County, American,55,3.5,50004713,0.10403386449830755,beetle house
Bella Luna - NYC,"584 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Italian,42,3.9,41172855,0.24798505069919521,gabriela's restaurante
Bella Blu,"967 Lexington Avenue,New York, NY  10021",3,Upper East Side ,New York County, Italian,77,4.0,40512445,0.0029043240555864376,bella blu
Belleville Bistro,"330-332 5th Street,Brooklyn, NY  11215",2,Park Slope ,Kings County, Contemporary French,24,3.5,41653388,0.011885412775893448,chagall bistro
Bello Restaurant,"863 Ninth Avenue,New York, NY  10019",2,Midtown West ,New York County, Italian,41,3.7,40391174,0.0,bello restaurant
Becco,"355 West 46th Street,New York, NY  10010",3,Theater District / Times Square ,New York County, Italian,853,4.2,40395055,0.0017380032698824362,becco
Bazar Bistro,"4 West 19th Street,New York, NY  10011",2,Gramercy / Flatiron ,New York County, French,24,3.9,50000022,0.09037818919343453,barn joo
