name,address,price,neighborhood,county,type,reviews,stars,lng,lat
Table 9,"290 Glen Cove Road,East Hills, NY  11548",3,Roslyn ,Nassau County, American,44,3.9,-73.62561459999999,40.8177581
SUteiShi,"24 Peck Slip,New York, NY  10038",3,Financial District ,New York County, Japanese,23,4.1,-74.0019397,40.707871
SUSHISAMBA 7,"87 Seventh Avenue South,New York, NY  10014",3,Greenwich Village ,New York County, Japanese,143,3.9,-74.0031237,40.7326392
SUSHISAMBA park,"245 park ave south,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Japanese,121,3.8,-73.98749699999999,40.737978
Sushi Lounge - Totowa,"235 Route 46 West,Totowa, NJ  07512",3,Totowa ,Passaic County, Sushi,2,4.5,-74.2284902,40.8944058
Sushi Lounge - Morristown,"12 Schuyler Place,Morristown, NJ  07960",2,Morristown ,Morris County, Sushi,2,3.0,-74.4829398,40.7970409
Sushi Lounge,"200 Hudson Street,Hoboken, NJ  07030",2,Hoboken ,Hudson County, Sushi,6,4.3,-74.029649,40.7386819
Sushi Damo,"330 West 58th Street,New York, NY  10019",3,Midtown West ,New York County, Japanese,20,3.7,-73.9836472,40.7677126
Sushi of Gari,"402 East 78th Street,New York, NY  10075",4,Upper East Side ,New York County, Japanese,88,4.3,-73.95284629999999,40.7712807
Surya,"302 Bleecker St.,New York, NY  10014",2,SoHo ,New York County, Indian,17,3.8,-74.0038562,40.7325031
Sushi UO,"151 Rivington Street,1st Floor,New York, NY  10002",3,Lower East Side ,New York County, Sushi,24,3.9,-73.985732,40.719125
Sushi of Gari 46,"347 West 46th Street,New York, NY  10036",4,Theater District / Times Square ,New York County, Sushi,114,4.1,-73.9896023,40.7606762
Tagine Dining Gallery / Lounge,"537 9th Avenue,New York, NY  10018",3,Midtown West ,New York County, Moroccan,2,2.0,-73.9939295,40.7571132
Sunset Beach,"35 Shore Road,Shelter Island, NY  11965",3,Shelter Island ,Suffolk County, French,17,3.8,-72.3652292,41.0735701
The Sunburnt Calf,"226 West 79th Street,New York, NY  10024",2,Upper West Side ,New York County, Gastro Pub,40,4.2,-73.9795858,40.7833584
Stuzzicheria,"305 Church St.,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Italian,-1,-1,-74.0040084,40.7195153
Sugar Dining Den & Social Club,"246 Voice Road,Carle Place, NY  11514",2,Mineola ,Nassau County, International,45,3.9,-73.6197111,40.7464186
Strip House,"13 E. 12th St,New York, NY  10003",3,Greenwich Village ,New York County, Steakhouse,157,4.1,-73.9933525,40.73446089999999
Suenos,"311 West 17th Street,New York, NY  10011",3,Chelsea ,New York County, Mexican / Southwestern,127,3.9,-74.0015585,40.7420082
Sunset Cove,"238 Green Street,Tarrytown, NY  10591",3,Tarrytown ,Westchester County, Continental,53,3.5,-73.86566520000001,41.0742933
Stonehome Wine Bar & Restaurant,"87 Lafayette Ave.,Brooklyn, NY  11217",3,Fort Greene ,Kings County, Contemporary American,39,4.1,-73.9748828,40.68739559999999
Stonebridge Restaurant,"50 Daniel Street,Milford, CT  06460",2,Milford ,New Haven County, American,41,3.9,-73.05592779999999,41.2230657
The Stone Turtle,"4160 Austin Boulevard,Island Park, NY  11558",3,Island Park ,Nassau County, Contemporary American,33,3.7,-73.64806430000002,40.6079938
Stone Park Cafe,"324 5th Avenue,Brooklyn, NY  11215",3,Park Slope ,Kings County, Contemporary American,48,4.2,-73.9833596,40.6729973
Stone Rose,"10 Columbus Circle,New York, NY  10019",2,Columbus Circle ,New York County, Tapas / Small Plates,8,3.6,-73.98319029999999,40.76842509999999
Stone House,"50 Stirling Road,Warren, NJ  07060",3,Warren ,Somerset County, Contemporary American,128,4.1,-74.4710295,40.643245
Stone Creek Inn,"405 Montauk Highway,East Quogue, NY  11942",4,East Quogue ,Suffolk County, French,120,4.3,-72.57622549999999,40.8483021
Strand Restaurant at The Strand Hotel,"33 West 37th street,New York, NY  10018",3,Chelsea ,New York County, American,16,4.1,-73.9848667,40.7512435
Stella - Manhattan Bistro,"213 Front Street,New York, NY  10038",2,South Street Seaport ,New York County, American,13,3.8,-74.0025085,40.7073404
Stecchino,"765 9th Avenue,New York, NY  10019",2,Theater District / Times Square ,New York County, Contemporary American,76,3.9,-73.9885782,40.7644474
Steak Frites Union Square,"9 East 16th Street,New York, NY  10003",2,Union Square ,New York County, French,87,3.4,-73.9916859,40.7371461
Steamer's Landing,"375 South End Avenue,New York, NY  10280",2,Battery Park ,New York County, Seafood,14,3.6,-74.0175481,40.7113038
Starr Boggs,"6 Parlato Drive,Westhampton Beach, NY  11978",4,Hamptons ,Suffolk County, Contemporary American,102,4.3,-72.6418937,40.8091606
Statler Grill,"136 W. 33rd Street,New York, NY  10001",3,Midtown West ,New York County, Steakhouse,-1,-1,-73.9900428,40.7497232
The Standard Restaurant & Lounge,"1 Crossgates Mall Road,Albany, NY  12203",2,Albany ,Albany County, American,95,4.1,-73.853465,42.689889
The Stanton Social,"99 Stanton Street,New York, NY  10002",3,Lower East Side ,New York County, Tapas / Small Plates,541,4.1,-73.9881375,40.7210822
Staghorn Steakhouse,"315 West 36th Street,New York, NY  10018",4,Midtown West ,New York County, Steakhouse,7,3.4,-73.9933502,40.75405749999999
Spur Tree,"76 Orchard Street,New York, NY  10002",2,Lower East Side ,New York County, Caribbean,32,3.9,-73.99022020000001,40.7176759
The Stadium Grill At Bowlmor Lanes Times Square,"222 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, American,-1,-1,-73.9872029,40.75766660000001
Stage Left,"5 Livingston Avenue,New Brunswick, NJ  08901",4,New Brunswick ,Middlesex County, Contemporary American,58,4.2,-74.4439162,40.4937249
Squiretown Restaurant + Bar,"26 West Montauk Highway,Hampton Bays, NY  11946",2,Hampton Bays ,Suffolk County, American,15,3.7,-72.5244511,40.8779098
Splash,"260 Compo Road South,Westport, CT  06880",3,Westport ,Fairfield County, Seafood,89,3.8,-73.3688651,41.1099045
Stage House Restaurant and Wine Bar,"366 Park Ave,Scotch Plains, NJ  07076",3,Scotch Plains ,Union County, American,12,3.5,-74.3988646,40.6508581
Spice Market,"403 West 13th Street,New York, NY  10014",3,Meatpacking District ,New York County, Southeast Asian,497,4.2,-74.0060769,40.7405257
Spina,"175 Avenue B,New York, NY  10009",3,East Village ,New York County, Italian,38,4.3,-73.9791904,40.7274773
SouthWest NY,"2 World Financial Center,New York, NY  10281",2,Financial District ,New York County, Southwest,62,3.5,-74.0177759,40.7149968
Southfork Kitchen,"203 Sag Harbor Bridgehampton Tpke,Bridgehampton, NY  11932",3,Bridgehampton ,Suffolk County, Seafood,19,4.1,-72.299854,40.943287
South Fin Grill,"300 Father Capodanno Blvd,Staten Island, NY  10305",3,Staten Island ,Richmond County, Seafood,27,4.0,-74.0666107,40.58904649999999
Southside 49,"420 West 49th Street,New York, NY  10019",2,Hell's Kitchen ,New York County, Italian,-1,-1,-73.9904957,40.76313
South Gate,"154 Central Park South,New York, NY  10019",3,Midtown West ,New York County, American,148,3.8,-73.9781489,40.7662755
Spanish Pavillion,"31 Harrison Avenue,Harrison, NJ  07029",2,Harrison ,Hudson County, Spanish,30,4.1,-74.1633284,40.74521050000001
South City Grill - Jersey City,"70 Town Square Place,Jersey City, NJ  07310",2,Jersey City ,Hudson County, Seafood,4,2.5,-74.0333359,40.7265911
Soto,"357 6th Avenue,New York, NY  10014",4,West Village ,New York County, Japanese,66,4.1,-74.000883,40.7322346
Sotto Cinque,"322 East 86th Street,New York, NY  10028",2,Upper East Side ,New York County, Italian,24,3.8,-73.9509004,40.7772456
Sora Lella,"300 Spring Street,New York, NY  10013",3,SoHo ,New York County, Italian,30,3.5,-74.0079757,40.7257199
Son Cubano,"405 W 14th Street,New York, NY  10014",3,Meatpacking District ,New York County, Cuban,79,3.9,-74.0058117,40.7413907
Somers 202 Restaurant and Grill,"2 Old Tomahawk St.,Yorktown Heights, NY  10598",2,"Somers, NY ",Westchester County, Contemporary American,23,3.8,-73.7484534,41.3152988
Sosa Borella,"832 8th Avenue,New York, NY  10019",3,Theater District / Times Square ,New York County, Italian,96,3.9,-73.98571299999999,40.76234300000001
Solar do Minho,"147 W. Westfield Ave.,Roselle Park, NJ  07204",3,Roselle Park ,Union County, Portuguese,8,4.0,-74.2693534,40.66129859999999
Sojourn Restaurant,"244 East 79th Street,New York, NY  10021",2,Upper East Side ,New York County, Contemporary American,60,3.8,-73.9557274,40.7733602
SOB's - Sounds of Brazil,"204 Varick Street,New York, NY  10014",2,SoHo ,New York County, Brazilian,34,3.6,-74.0051241,40.7284492
Sogo Hibachi Grill & Sushi Lounge,"284 US Highway 46 West,Denville, NJ  07834",2,Denville ,Morris County, Asian,1,4.0,-74.4918142,40.8972847
Sonora Restaurant,"179  Rectory Street,Port Chester, NY  10537",3,Port Chester ,Westchester County, Latin American,123,4.2,-73.6609683,41.0093576
Snack Taverna,"63 Bedford St.,New York, NY  10014",3,West Village ,New York County, Greek,53,4.0,-74.0048145,40.7310341
Solaia - NJ,"22 N. Van Brunt Street,Englewood, NJ  07631",3,Englewood ,Bergen County, Italian,20,3.5,-73.97499479999999,40.8951255
Smorgas Chef West Village,"283 West 12th Street,New York, NY  10014",2,West Village ,New York County, Scandinavian,73,4.1,-74.0040059,40.7376858
Sol Y Sombra - Manhattan,"462 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Tapas / Small Plates,28,3.3,-73.9770829,40.78539
Smith & Wollensky - New York,"797 Third Avenue,New York, NY  10022",4,Midtown East ,New York County, Steakhouse,373,3.9,-73.9707884,40.75518719999999
Smorgas Chef @ Scandinavia House,"58 Park Avenue,New York, NY  10016",2,Murray Hill ,New York County, Scandinavian,58,3.7,-73.9800399,40.74943529999999
Slate Plus,"54 W. 21st Street,New York, NY  10010",2,Gramercy / Flatiron ,New York County, American,3,3.7,-73.99322169999999,40.7411752
Sienna Italian/American Grill,"107 Mamaroneck Ave,White Plains, NY  10601",3,White Plains ,Westchester County, Italian,-1,-1,-73.7652083,41.03006670000001
Smoke Jazz and Supper Club,"2751 Broadway,New York, NY  10025",3,Upper West Side ,New York County, Contemporary American,174,4.1,-73.968266,40.8011473
Simply Fondue @ Great Neck,"24 Great Neck Road,Great Neck, NY  11021",3,Great Neck ,Nassau County, Fondue,38,3.9,-73.7273943,40.7862524
Sinigual - NY,"640 Third Avenue,New York, NY  10017",2,Midtown East ,New York County, Mexican,168,4.0,-73.97518440000002,40.7503435
Simply Fondue - Glendale,"71-19 80th Street,Building 8,Glendale, NY  11385",3,Glendale ,Queens County, Fondue,20,3.8,-73.86850070000001,40.7047648
SIDECAR at P.J. Clarke's,"205 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, American,60,3.9,-73.96791160000001,40.7588604
Siena Grille,"141 Shrewsbury Avenue,Red Bank, NJ  07701",2,Red Bank ,Monmouth County, Italian,20,3.9,-74.07596199999999,40.346089
Smorgas Chef Wall Street,"53 Stone Street,New York, NY  10004",2,Financial District ,New York County, Scandinavian,24,3.5,-74.0103936,40.70446099999999
Siena Ristorante,"519 Summer St.,Stamford, CT  06901",2,Stamford ,Fairfield County, Italian,22,4.0,-73.5400829,41.0568541
Shun Lee Palace,"155 East 55th Street,New York, NY  10022",3,Midtown East ,New York County, Chinese,84,3.9,-73.9690693,40.7594505
Shun Lee West,"43 West 65th Street,New York, NY  10023",3,Lincoln Center ,New York County, Chinese,126,3.6,-73.9813485,40.7729
Shun Lee Cafe,"43 West 65th Street,New York, NY  10023",2,Lincoln Center ,New York County, Dim Sum,78,3.7,-73.9813485,40.7729
Skinner's Loft,"146 Newark Ave.,Jersey City, NJ  07302",3,Jersey City ,Hudson County, Contemporary American,15,4.1,-74.0437824,40.7205567
The Smith,"55 3rd Avenue,New York, NY  10003",2,East Village ,New York County, American,272,3.9,-73.98840100000001,40.7309849
Shrine Restaurant at MGM Foxwoods,"240 MGM Grand Drive,Ledyard, CT  06338",2,Mashantucket ,New London County, Asian,29,3.9,-71.9621866,41.4761646
Shula's Steak House - NY,"270 West 43rd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Steak,77,3.9,-73.9891926,40.757444
The Shore Cafe,"1104 Hwy 36,Hazlet, NJ  07730",2,Hazlet ,Monmouth County, Italian,16,3.8,-74.1786297,40.4344417
Shorty's.32,"199 Prince St,New York, NY  10012",2,SoHo ,New York County, American,95,4.0,-74.0027222,40.7268432
Shiro of Japan - The Shops @ Atlas Park,"80-40 Cooper Ave,Glendale, NY  11385",2,Glendale ,Queens County, Japanese,-1,-1,-73.8689888,40.7092428
Shinbashi,"7 East 48th Street,New York, NY  10017",3,Midtown East ,New York County, Japanese,36,3.8,-73.977288,40.757112
Shang,"187 Orchard Street,New York, NY  10002",3,Lower East Side ,New York County, Pan-Asian,87,3.6,-73.988438,40.722135
SHI,"4620 Center Blvd.,Long Island City, NY  11109",3,Long Island City ,Queens County, Asian,46,4.0,-73.956426,40.7474154
Shandon Court,"115 East Main Street,East Islip, NY  11730",2,East Islip ,Suffolk County, European,5,4.0,-73.1855319,40.7325652
Shelly's Big City,"41 West 57th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,50,3.8,-73.9762526,40.7641992
Serafina East Hampton,"104 North Main Street,East Hampton, NY  11937",2,East Hampton ,Suffolk County, Italian,18,3.3,-72.181731,40.96893
Shalezeh,"1420 Third Avenue,New York, NY  10021",3,Upper East Side ,New York County, Persian,68,4.0,-73.95683919999999,40.7754503
SerRa Mediterranean BisTro,"16 East 32nd St.,New York, NY  10016",2,Murray Hill ,New York County, Mediterranean,21,3.5,-73.9846201,40.7465479
Seven Bar & Grill,"350 7th Avenue,New York, NY  10001",3,Midtown West ,New York County, American,35,3.8,-73.9930735,40.7482598
Serafina,"210 West 55th Street,New York, NY  10019",3,Midtown West ,New York County, Italian,67,3.5,-73.9819603,40.76442309999999
Senorita's Mexican Grill,"285 Glenwood Avenue,Bloomfield, NJ  07003",2,Bloomfield ,Essex County, Mexican / Southwestern,27,4.1,-74.1986253,40.7923128
Seven's Mediterranean Turkish Grill,"158 West 72nd St.,New York, NY  10023",2,Upper West Side ,New York County, Turkish,38,3.5,-73.9809935,40.77802399999999
Sen Restaurant,"23 Main Street,Sag Harbor, NY  11963",3,Sag Harbor ,Suffolk County, Japanese,20,3.7,-72.2952773,41.0015423
Second House Tavern,"161 Second House Road,Montauk, NY  11954",3,Hamptons ,Suffolk County, American,6,3.5,-71.96052569999999,41.0394399
Seasonal Restaurant and Weinbar,"132 West 58th Street,New York, NY  10019",2,Midtown West ,New York County, Austrian,199,4.1,-73.97797419999999,40.76537709999999
Sea Grille at Gurney's Inn,"290 Old Montauk Highway,Montauk, NY  11954",2,Montauk ,Suffolk County, Seafood,15,3.8,-71.99182379999999,41.01552909999999
SD26 Restaurant,"19 East 26th Street,New York, NY  10010",4,Gramercy / Flatiron ,New York County, Italian,235,3.9,-73.98699069999999,40.7433163
Scrimshaw Restaurant,"102 Main Street,Greenport, NY  11944",3,North Fork ,Suffolk County, Contemporary American,45,3.8,-72.358732,41.1019233
Scotch 'n Sirloin,"3999 Maple Road,Amherst, NY  14226",2,Amherst ,Erie County, Steakhouse,7,3.6,-78.8150869,42.99050880000001
Scoozzi,"1104 Chapel St.,New Haven, CT  06510",3,New Haven ,New Haven County, Italian,123,4.2,-72.93031839999999,41.3077719
The Schoolhouse at Cannondale,"34 Cannon Road,Wilton, CT  06897",3,Wilton ,Fairfield County, American,128,4.6,-73.425862,41.2170467
Scarpetta,"355 West 14th Street,New York, NY  10014",3,Chelsea ,New York County, Italian,309,4.2,-74.00481479999999,40.7408932
Scarpina Bar & Grill,"88 University Place,New York, NY  10003",2,Union Square ,New York County, Mediterranean,3,3.3,-73.9932623,40.733751
Serenade,"6 Roosevelt Ave,Chatham, NJ  07928",4,Chatham ,Morris County, French,139,4.3,-74.37528859999999,40.7397527
Scalini Fedeli - Chatham,"63 Main Street,Chatham, NJ  07928",4,Chatham ,Morris County, Italian,65,4.4,-74.3744834,40.739038
Scarborough Fair,"1414 Meetinghouse Road,Sea Girt, NJ  08750",3,Manasquan ,Monmouth County, Contemporary American,31,4.1,-74.06538800000001,40.1349271
Scarlatto,"250 West 47th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Italian,288,3.7,-73.9867021,40.7598419
Scaletta Restaurant,"50 West 77th St.,New York, NY  10024",3,Upper West Side ,New York County, Italian,89,3.9,-73.976098,40.7802505
Scampi's Seafood Restaurant,"198 West Main Street,Somerville, NJ  08876",2,Somerville ,Somerset County, Seafood,23,3.7,-74.6178691,40.5701989
Scalini Fedeli,"165 Duane Street,New York, NY  10013",4,TriBeCa - Downtown ,New York County, Italian,173,4.5,-74.009317,40.7174312
Savore,"200 Spring Street,New York, NY  10012",3,SoHo ,New York County, Italian,51,3.9,-74.0034501,40.7249822
Savoy,"70 Prince Street,New York, NY  10012",3,SoHo ,New York County, American,112,3.8,-73.9968774,40.7237486
Savanna's,"268 Elm Street,Southampton, NY  11968",4,Hamptons ,Suffolk County, Contemporary American,8,3.6,-72.38829129999999,40.8950972
Savann,"414 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, Mediterranean,38,3.9,-73.9782479,40.78379
Satsko,"245 Eldridge Street,New York, NY  10002",2,Lower East Side ,New York County, Sushi,1,2.0,-73.9898698,40.7227573
Saul Restaurant,"140 Smith St,Brooklyn, NY  11201",3,Boerum Hill ,Kings County, Contemporary American,119,4.1,-73.9904614,40.6870762
Sarabeth's West,"423 Amsterdam Avenue,New York, NY  10024",2,Upper West Side ,New York County, American,125,3.9,-73.9774214,40.7838771
Sarabeth's Central Park South,"40 Central Park South,New York, NY  10019",2,Midtown West ,New York County, American,209,3.8,-73.9756694,40.765125
Sarabeth's East,"1295 Madison Avenue,New York, NY  10128",2,Upper East Side ,New York County, American,52,3.8,-73.9556092,40.784769
Sapphire,"1845 Broadway,New York, NY  10023",2,Lincoln Center ,New York County, Indian,96,3.9,-73.9825829,40.769461
Satis Bistro,"212 Washington Street,Jersey City, NJ  07302",2,Jersey City ,Hudson County, Modern European,-1,-1,-74.0376148,40.71437359999999
Santorini Grill,"167 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Greek,-1,-1,-73.9613035,40.7146829
Sardi's,"234 West 44th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Continental,123,3.9,-73.9875989,40.7577738
Sanfords Restaurant,"30-13 Broadway,Astoria, NY  11106",2,Astoria ,Queens County, Contemporary American,69,4.5,-73.92554369999999,40.7622946
Sangria 46,"338 West 46th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Spanish,44,3.7,-73.98950769999999,40.760193
Sant Ambroeus - West Village,"259 West 4th Street,New York, NY  10014",3,West Village ,New York County, Italian,35,4.2,-74.0031344,40.7354027
